Location,Court,Date,Time,Status
Alpha Auburn,Court 4,2024-12-28,5:00pm,unavailable
Alpha Auburn,Court 5,2024-12-28,5:00pm,unavailable
Alpha Auburn,Court 6,2024-12-28,5:00pm,unavailable
Alpha Auburn,Court 7,2024-12-28,5:00pm,unavailable
Alpha Auburn,Court 8,2024-12-28,5:00pm,available
Alpha Auburn,Court 9,2024-12-28,5:00pm,available
Alpha Auburn,Court 10,2024-12-28,5:00pm,available
Alpha Auburn,Court 11,2024-12-28,5:00pm,available
Alpha Auburn,Court 12,2024-12-28,5:00pm,available
Alpha Auburn,Court 13,2024-12-28,5:00pm,unavailable
Alpha Auburn,Court 14,2024-12-28,5:00pm,unavailable
Alpha Auburn,Court 15,2024-12-28,5:00pm,unavailable
Alpha Auburn,Court 16,2024-12-28,5:00pm,available
Alpha Auburn,Court 17,2024-12-28,5:00pm,available
Alpha Auburn,Court 18,2024-12-28,5:00pm,available
Alpha Auburn,Court 19,2024-12-28,5:00pm,available
Alpha Auburn,Court 20,2024-12-28,5:00pm,available
Alpha Auburn,Court 21,2024-12-28,5:00pm,available
Alpha Auburn,Court 22,2024-12-28,5:00pm,available
Alpha Auburn,Court 1,2024-12-28,6:00pm,available
Alpha Auburn,Court 2,2024-12-28,6:00pm,available
Alpha Auburn,Court 3,2024-12-28,6:00pm,available
Alpha Auburn,Court 4,2024-12-28,6:00pm,available
Alpha Auburn,Court 5,2024-12-28,6:00pm,unavailable
Alpha Auburn,Court 6,2024-12-28,6:00pm,unavailable
Alpha Auburn,Court 7,2024-12-28,6:00pm,unavailable
Alpha Auburn,Court 8,2024-12-28,6:00pm,available
Alpha Auburn,Court 9,2024-12-28,6:00pm,available
Alpha Auburn,Court 10,2024-12-28,6:00pm,available
Alpha Auburn,Court 11,2024-12-28,6:00pm,available
Alpha Auburn,Court 12,2024-12-28,6:00pm,available
Alpha Auburn,Court 13,2024-12-28,6:00pm,unavailable
Alpha Auburn,Court 14,2024-12-28,6:00pm,unavailable
Alpha Auburn,Court 15,2024-12-28,6:00pm,unavailable
Alpha Auburn,Court 16,2024-12-28,6:00pm,available
Alpha Auburn,Court 17,2024-12-28,6:00pm,available
Alpha Auburn,Court 18,2024-12-28,6:00pm,available
Alpha Auburn,Court 19,2024-12-28,6:00pm,available
Alpha Auburn,Court 20,2024-12-28,6:00pm,available
Alpha Auburn,Court 21,2024-12-28,6:00pm,available
Alpha Auburn,Court 22,2024-12-28,6:00pm,available
Alpha Auburn,Court 1,2024-12-28,7:00pm,unavailable
Alpha Auburn,Court 2,2024-12-28,7:00pm,unavailable
Alpha Auburn,Court 3,2024-12-28,7:00pm,unavailable
Alpha Auburn,Court 4,2024-12-28,7:00pm,unavailable
Alpha Auburn,Court 5,2024-12-28,7:00pm,available
Alpha Auburn,Court 6,2024-12-28,7:00pm,available
Alpha Auburn,Court 7,2024-12-28,7:00pm,available
Alpha Auburn,Court 8,2024-12-28,7:00pm,available
Alpha Auburn,Court 9,2024-12-28,7:00pm,available
Alpha Auburn,Court 10,2024-12-28,7:00pm,unavailable
Alpha Auburn,Court 11,2024-12-28,7:00pm,available
Alpha Auburn,Court 12,2024-12-28,7:00pm,available
Alpha Auburn,Court 13,2024-12-28,7:00pm,unavailable
Alpha Auburn,Court 14,2024-12-28,7:00pm,unavailable
Alpha Auburn,Court 15,2024-12-28,7:00pm,unavailable
Alpha Auburn,Court 16,2024-12-28,7:00pm,available
Alpha Auburn,Court 17,2024-12-28,7:00pm,available
Alpha Auburn,Court 18,2024-12-28,7:00pm,available
Alpha Auburn,Court 19,2024-12-28,7:00pm,available
Alpha Auburn,Court 20,2024-12-28,7:00pm,available
Alpha Auburn,Court 21,2024-12-28,7:00pm,available
Alpha Auburn,Court 22,2024-12-28,7:00pm,available
Alpha Auburn,Court 1,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 2,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 3,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 4,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 5,2024-12-28,8:00pm,available
Alpha Auburn,Court 6,2024-12-28,8:00pm,available
Alpha Auburn,Court 7,2024-12-28,8:00pm,available
Alpha Auburn,Court 8,2024-12-28,8:00pm,available
Alpha Auburn,Court 9,2024-12-28,8:00pm,available
Alpha Auburn,Court 10,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 11,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 12,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 13,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 14,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 15,2024-12-28,8:00pm,unavailable
Alpha Auburn,Court 16,2024-12-28,8:00pm,available
Alpha Auburn,Court 17,2024-12-28,8:00pm,available
Alpha Auburn,Court 18,2024-12-28,8:00pm,available
Alpha Auburn,Court 19,2024-12-28,8:00pm,available
Alpha Auburn,Court 20,2024-12-28,8:00pm,available
Alpha Auburn,Court 21,2024-12-28,8:00pm,available
Alpha Auburn,Court 22,2024-12-28,8:00pm,available
Alpha Auburn,Court 1,2024-12-28,9:00pm,unavailable
Alpha Auburn,Court 2,2024-12-28,9:00pm,unavailable
Alpha Auburn,Court 3,2024-12-28,9:00pm,unavailable
Alpha Auburn,Court 4,2024-12-28,9:00pm,unavailable
Alpha Auburn,Court 5,2024-12-28,9:00pm,available
Alpha Auburn,Court 6,2024-12-28,9:00pm,available
Alpha Auburn,Court 7,2024-12-28,9:00pm,available
Alpha Auburn,Court 8,2024-12-28,9:00pm,available
Alpha Auburn,Court 9,2024-12-28,9:00pm,available
Alpha Auburn,Court 10,2024-12-28,9:00pm,available
Alpha Auburn,Court 11,2024-12-28,9:00pm,unavailable
Alpha Auburn,Court 12,2024-12-28,9:00pm,unavailable
Alpha Auburn,Court 13,2024-12-28,9:00pm,unavailable
Alpha Auburn,Court 14,2024-12-28,9:00pm,unavailable
Alpha Auburn,Court 15,2024-12-28,9:00pm,unavailable
Alpha Auburn,Court 16,2024-12-28,9:00pm,available
Alpha Auburn,Court 17,2024-12-28,9:00pm,available
Alpha Auburn,Court 18,2024-12-28,9:00pm,available
Alpha Auburn,Court 19,2024-12-28,9:00pm,available
Alpha Auburn,Court 20,2024-12-28,9:00pm,available
Alpha Auburn,Court 21,2024-12-28,9:00pm,available
Alpha Auburn,Court 22,2024-12-28,9:00pm,available
Alpha Auburn,Court 1,2024-12-28,10:00pm,available
Alpha Auburn,Court 2,2024-12-28,10:00pm,available
Alpha Auburn,Court 3,2024-12-28,10:00pm,available
Alpha Auburn,Court 4,2024-12-28,10:00pm,available
Alpha Auburn,Court 5,2024-12-28,10:00pm,available
Alpha Auburn,Court 6,2024-12-28,10:00pm,available
Alpha Auburn,Court 7,2024-12-28,10:00pm,available
Alpha Auburn,Court 8,2024-12-28,10:00pm,available
Alpha Auburn,Court 9,2024-12-28,10:00pm,available
Alpha Auburn,Court 10,2024-12-28,10:00pm,available
Alpha Auburn,Court 11,2024-12-28,10:00pm,unavailable
Alpha Auburn,Court 12,2024-12-28,10:00pm,unavailable
Alpha Auburn,Court 13,2024-12-28,10:00pm,unavailable
Alpha Auburn,Court 14,2024-12-28,10:00pm,unavailable
Alpha Auburn,Court 15,2024-12-28,10:00pm,unavailable
Alpha Auburn,Court 16,2024-12-28,10:00pm,available
Alpha Auburn,Court 17,2024-12-28,10:00pm,available
Alpha Auburn,Court 18,2024-12-28,10:00pm,available
Alpha Auburn,Court 19,2024-12-28,10:00pm,available
Alpha Auburn,Court 20,2024-12-28,10:00pm,available
Alpha Auburn,Court 21,2024-12-28,10:00pm,available
Alpha Auburn,Court 22,2024-12-28,10:00pm,available
Alpha Auburn,Court 1,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 2,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 3,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 4,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 5,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 6,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 7,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 8,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 9,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 10,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 11,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 12,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 13,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 14,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 15,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 16,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 17,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 18,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 19,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 20,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 21,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 22,2024-12-29,9:00am,unavailable
Alpha Auburn,Court 1,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 2,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 3,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 4,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 5,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 6,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 7,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 8,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 9,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 10,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 11,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 12,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 13,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 14,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 15,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 16,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 17,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 18,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 19,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 20,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 21,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 22,2024-12-29,10:00am,unavailable
Alpha Auburn,Court 1,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 2,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 3,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 4,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 5,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 6,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 7,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 8,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 9,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 10,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 11,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 12,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 13,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 14,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 15,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 16,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 17,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 18,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 19,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 20,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 21,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 22,2024-12-29,11:00am,unavailable
Alpha Auburn,Court 1,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,12:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,1:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,2:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,3:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,4:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,5:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,6:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,7:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,8:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,9:00pm,unavailable
Alpha Auburn,Court 1,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 2,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 3,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 4,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 5,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 6,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 7,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 8,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 9,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 10,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 11,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 12,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 13,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 14,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 15,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 16,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 17,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 18,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 19,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 20,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 21,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 22,2024-12-29,10:00pm,unavailable
Alpha Auburn,Court 1,2024-12-30,9:00am,unavailable
Alpha Auburn,Court 2,2024-12-30,9:00am,unavailable
Alpha Auburn,Court 3,2024-12-30,9:00am,unavailable
Alpha Auburn,Court 4,2024-12-30,9:00am,unavailable
Alpha Auburn,Court 5,2024-12-30,9:00am,unavailable
Alpha Auburn,Court 6,2024-12-30,9:00am,unavailable
Alpha Auburn,Court 7,2024-12-30,9:00am,unavailable
Alpha Auburn,Court 8,2024-12-30,9:00am,unavailable
Alpha Auburn,Court 9,2024-12-30,9:00am,unavailable
Alpha Auburn,Court 10,2024-12-30,9:00am,unavailable
